PEER / TOT UPDATES / AVG. PER MIN / LONG / SHORT
AS25152 / 283997 / 197.220138889 / 15 / 0
AS4777 / 41 / 0.0284722222222 / 31 / 0
AS2497 / 150965 / 104.836805556 / 38 / 0
AS42 / 3 / 0.00208333333333 / 24907 / 17219
Total number of updates: 435006
