PEER / TOT UPDATES / AVG. PER MIN / LONG / SHORT
AS3292 / 21 / 0.0145833333333 / 9893 / 0
AS37100 / 3187 / 2.21319444444 / 1925 / 0
AS3327 / 29 / 0.0201388888889 / 33153 / 29
AS9002 / 328155 / 227.885416667 / 6 / 0
AS20764 / 1057881 / 734.639583333 / 61 / 0
AS6939 / 27079 / 18.8048611111 / 58 / 0
AS2116 / 12 / 0.00833333333333 / 30898 / 51
AS16086 / 7 / 0.00486111111111 / 46 / 0
AS24482 / 958413 / 665.564583333 / 576 / 0
AS47872 / 566453 / 393.370138889 / 7 / 0
AS13189 / 127 / 0.0881944444444 / 31168 / 0
AS2603 / 432 / 0.3 / 646 / 0
AS3303 / 475 / 0.329861111111 / 22200 / 0
Total number of updates: 2942271
