PEER / TOT UPDATES / AVG. PER MIN / LONG / SHORT
AS6939 / 31970 / 22.2013888889 / 84 / 0
AS714 / 143 / 0.0993055555556 / 11931 / 0
AS3491 / 138776 / 96.3722222222 / 32 / 0
AS25152 / 225345 / 156.489583333 / 32 / 0
AS6774 / 72 / 0.05 / 20722 / 0
AS20080 / 494457 / 343.372916667 / 8 / 0
AS10310 / 4 / 0.00277777777778 / 6054 / 15
AS33132 / 9 / 0.00625 / 44252 / 28
Total number of updates: 890776
